,sentiment scheme1,sentiment scheme2,cleaned_text
2825,2,2,cheer to the weekend travel wine from the continental club lounge
2826,1,2,beautiful thai dessert serve at the weekend brunch 😻 love their too
2827,1,0,user do you want to eat in a house
2828,2,2,fit her lucy sam babe sam muse tailor sam s tailor
2829,1,1,change the no typhoon in the afternoon 👻 road s
2830,1,1,interested in a job in new territory this could be a great fit legal
2831,1,1,i be at hong kong international airport user in island district hong kong
2832,1,1,this job might be a great fit for you associate director team manager business insurance specialist finance
2833,1,1,i be at pumpernickel u u in causeway bay
2834,1,1,temple tidy this be tin hau temple and be found by some aberdeen fisherman in it
2835,1,1,i be at garden of star in hong kong
2836,1,1,long queue buy moon cake ambitious heng on station
2837,1,2,thank you in our black dress user f
2838,1,2,day 👣 avenue of star hong kong
2839,1,2,start to conquer asian country let us start with hong kong 😁 hong kong hong kong
2840,1,1,i be at chai wan police station in chai van hong kong
2841,1,2,to user for the all you can eat 😝 dim sum 🤙 ed ed 🤙 ed ed 🤙 ed ed the chinese restaurant
2842,1,1,think my decision to try and jump on an early ferry to be stupid long line ferry
2843,1,0,see our late hong kong job and click to apply manager management finance hire career arc
2844,1,1,i be at victoria harbour in hong kong
2845,0,0,do not remember this at all fake memory fake vintage for hong kong hong kong
2846,1,1,we be hire click to apply director government affair pacific legal hong kong veteran job job
2847,1,1,i be at elephant ground in hong kong
2848,1,1,i be at hong kong international airport user in island district hong kong
2849,1,1,thai style curry crab good eats dinner s wet basil hong kong hin s travel way bay
2850,1,1,this job might be a great fit for you associate director marketing marketing hong kong hire career arc
2851,1,2,i remember this place in same spot i take a picture when i come here at fist time u u u 👑 🌹 💋 🍎 💎
2852,1,1,genuine fun and laughter friend cam travel hong kong u u u ce harbour city
2853,1,2,if you be look for work in hong kong check out this job it hire career arc
2854,1,1,salad lunch tsuen van square tsuen wan plaza
2855,1,2,birthday dinner with the fam eatery and bar
2856,2,2,tasty drink a rye on wood by user at user photo
2857,1,1,time temp c hum percent c bar rain today
2858,1,2,it s always a good time to visit when you be in ed ed
2859,2,2,time for another double repeat and then yin release work it out then stretch it out repeat
2860,1,1,british artist luke installation museum of the moon a gigantic seven meter wide glowing
2861,2,2,show off 🙄 my tanned face 🤓 at the human dignity fest hong kong i be too late to get a
2862,1,2,one of the best 🍦 🍦 🍦 travel ice cream hong kong godiva
2863,1,2,only can transport me from 😴 🤤 to 🖕 ed ed be 😤 🖕 ed ed be to u c ed ed be 😄 in one hour s time thanks mate repeat x
2864,1,1,chicken chicken cat the chil
2865,1,1,miss bit in the indoor he swim pool still wear head repeat
2866,1,2,can not wait to spend time with my baby and my on sunday have
2867,1,1,time temp c hum percent c bar rain today
2868,1,1,i be at user in central
2869,1,1,i be at in tsim sha tsui w user
2870,2,2,birthday come early reward thyself 😂
2871,1,1,here s a picture of me look at the street sign in pretentiously 😎 🤓 day of hong
2872,1,2,happiness be not just about laughter and smile it deeply mean
2873,1,1,i be at home green world
2874,1,1,we be hire read about our late job open here assistant officer product development marketing
2875,1,1,tea smoke crispy tea smoke fried chicken 📣 🐔 📣 🐔 regal hotel regal hotel
2876,1,2,dessert be a must u c u u u u u skip u u c u u u u u u f u u u u u b u u u u u holly brown
2877,1,1,i be at wan chai in wan chai w user
2878,1,1,want to work in hong kong view our late opening finance job job hire career arc
2879,1,1,i be at man wah restaurant in hong kong
2880,1,2,what s up hong kong u sure feel good to be back let us get spicy tonight with hot sauce
2881,1,1,time temp c hum percent c bar rain today
2882,1,2,most popular noodle here in causeway bay
2883,1,2,just renew my hong kong public library card help with the hassle in borrow great book
2884,1,0,on the last day i work in the office of this cosmic center repeat house in central
2885,1,1,ba ba lo go pan fry turnip cake with meat from spring
2886,1,1,i be at a manger in central
2887,1,2,coconut milk with grass jelly repeat another hong kong a must drink coconut milk
2888,1,2,a good mix of touristy and local life in hong kong style hong kong tourist destination
2889,1,1,i be at bank of america center in central
2890,1,1,want to work in hong kong view our late open it job job hire career arc
2891,1,1,bridge like central district hong kong china hong kong china travel world traveler
2892,1,1,another house for this morning s user match up between and the
2893,1,1,at last open rice cooker project with combination 🙁 at last open rice cooker project with combination 🙁 pizza maru hong kong
2894,1,2,u u u hong kong s observation deck
2895,1,2,about last night u 💍 😂 play
2896,1,1,pump myself up with coffee shell u u in sha tin
2897,1,1,afternoon tea price a eat in hong kong
2898,1,1,want to work in hong kong view our late opening marketing job job hire career arc
2899,1,1,the discover hong kong anita avenue of star hong kong
2900,1,1,see our late hong kong job and click to apply assistant customer service officer agency service
2901,1,1,if you be look for work in hong kong check out this job account hire career arc
2902,1,2,star user your so gorgeous that sex appeal tho island
2903,1,1,meet she be an bikini competitor coach and a professional dancer follow
2904,1,1,just post a video christian revival church
2905,1,1,time temp c hum percent c bar rain today
2906,1,2,not bad for the st attempt tong house of van off the wall my van
2907,1,1,i be at thai basil in admiralty
2908,1,1,shaw take inspiration from this one be from his recent series user
2909,1,1,wait the ferry north point ferry pier in north point
2910,1,1,time temp c hum percent c bar rain today
2911,2,2,well together vision 🎯 sigma logistics consult ed ed ba ed ed
2912,1,2,roast one thing hong kong have that do not i crave this every time i see it
2913,1,1,just release photo in garden
2914,1,2,my view right now repeat 🛫 cathay pacific
2915,1,2,haircut anyone funny funny awesome kennedy town
2916,1,2,a pink i think she like panda more than
2917,1,0,not so wise choice of the day ho fun maybe they can try ho fun from or
2918,1,1,i be at cable car
2919,1,1,time temp c hum percent c bar rain today
2920,1,0,user one be call the opportunity to rebel the other be the post autumn account and when you know how many time you die plus you be chinese the assassination of the us president will be fine just as the american word will kill the hybrid will be fine
2921,1,2,terminal of these line have be visit although there be no tsuen wan line hong kong island line south island line tseung kwan o line tung chung circuit terminal of these line have be visit although there be no tsuen wan line hong kong island line south island line tseung kwan o line tung chung circuit at subway island line
2922,1,2,repeat runner plus just do it run run runner run chat repeated
2923,1,1,i be at user in north point
2924,1,1,i be at apple store in central
2925,1,1,i be at empire hotel causeway bay empire hotel causeway bay in causeway bay
2926,1,1,birthday dinner thank you wan chai
2927,1,1,i be at tasty congee noodle shop u u in lap kok
2928,1,1,time temp c hum percent c bar rain today
2929,2,2,xmas order now for free shipping w hong kong
2930,1,1,just post a photo art
2931,1,1,dead half marathon standard charter half marathon run fitness fit sport
2932,1,2,i be at station in hung hom
2933,1,1,who care if i get fat sailor moon 😉 🍴 🍱 🍵 spicy pork pan
2934,2,2,nice catch up with you gal 😘 depend on the leader huge ge appeal 📢 be half life and it s like a stone heavy ge repeat
2935,1,1,a family that travel together stay together
2936,1,2,our dinner or soul spicy
2937,1,1,home kong hong kong causeway bay
2938,1,1,i be at the landmark in central
2939,1,2,if you have not get your lunch plan sort we be back up rocking and roll so come join us
2940,0,0,today s hot weather be make me miss the cold 📍 home kong mandarin oriental hong kong
2941,1,1,admission to hong kong cultural
2942,1,1,i be at user in hong kong kowloon
2943,1,1,hong kong braise beef cheek with truffle mash potato u u ammo
2944,1,1,want to work in hong kong view our late open it job job hire career arc
2945,1,2,i be at user in mong kok
2946,1,1,even the mong kok pioneer center
